FName,LName,Team,OppTeam,GamePoints,GameAssists,GameRebounds,GmPointsFor,GmPointsAgainst,Year
Paul,George,Indiana Pacers,Toronto Raptors,16,1,10,91,87,2008,
Paul,George,Indiana Pacers,Oklahoma City Thunder,10,5,2,89,63,2007,
Paul,George,Indiana Pacers,New Orleans Hornets,6,3,2,69,73,2001,
Paul,George,Indiana Pacers,Boston Celtics,0,11,13,80,57,2003,
Paul,George,Indiana Pacers,Los Angeles Lakers,19,10,10,57,78,2008,
Paul,George,Indiana Pacers,Houston Rockets,2,10,1,54,64,2012,
Paul,George,Indiana Pacers,Memphis Grizzlies,15,2,9,80,62,2014,
Paul,George,Indiana Pacers,Oklahoma City Thunder,3,3,7,102,97,2000,
Paul,George,Indiana Pacers,Los Angeles Lakers,14,4,9,68,95,2017,
Paul,George,Indiana Pacers,Houston Rockets,16,4,2,58,67,2011,
Paul,George,Indiana Pacers,Los Angeles Lakers,13,11,7,74,58,2014,
Paul,George,Indiana Pacers,Houston Rockets,2,9,6,91,93,2016,
Paul,George,Indiana Pacers,Chicago Bulls,19,4,13,87,99,2013,
Paul,George,Indiana Pacers,Oklahoma City Thunder,7,9,3,54,90,2018,
Paul,George,Indiana Pacers,Orlando Magic,19,2,4,89,108,2011,
Paul,George,Indiana Pacers,Oklahoma City Thunder,11,0,1,66,65,2007,
Paul,George,Indiana Pacers,Orlando Magic,19,10,6,83,55,2000,
Paul,George,Indiana Pacers,New York Knicks,11,0,12,59,92,2013,
Paul,George,Indiana Pacers,Los Angeles Lakers,12,9,2,71,64,2012,
Paul,George,Indiana Pacers,San Antonio Spurs,8,8,1,83,108,2007,
Paul,George,Indiana Pacers,New Orleans Hornets,13,3,10,66,106,2001,
Paul,George,Indiana Pacers,Los Angeles Lakers,15,8,11,58,102,2014,
Paul,George,Indiana Pacers,Oklahoma City Thunder,6,6,7,67,64,2017,
Paul,George,Indiana Pacers,Minnesota Timberwolves,12,1,10,90,81,2011,
Paul,George,Indiana Pacers,Washington Wizards,4,11,14,78,87,2002,
Paul,George,Indiana Pacers,Miami Heat,12,1,2,68,90,2006,
Paul,George,Indiana Pacers,Dallas Mavericks,19,0,8,96,73,2001,
Paul,George,Indiana Pacers,Oklahoma City Thunder,18,14,2,84,95,2016,
Paul,George,Indiana Pacers,Orlando Magic,14,13,6,61,91,2001,
Paul,George,Indiana Pacers,Washington Wizards,13,2,0,107,93,2003,
Paul,George,Indiana Pacers,Denver Nuggets,13,5,9,67,75,2002,
Paul,George,Indiana Pacers,New York Knicks,3,0,12,57,77,2010,
Paul,George,Indiana Pacers,Atlanta Hawks,19,0,2,74,67,2005,
Paul,George,Indiana Pacers,Philadelphia 76ers,9,14,14,65,55,2005,
Paul,George,Indiana Pacers,Philadelphia 76ers,17,2,8,98,75,2004,
Paul,George,Indiana Pacers,Houston Rockets,10,0,11,63,58,2010,
Paul,George,Indiana Pacers,Atlanta Hawks,0,8,7,50,83,2002,
Paul,George,Indiana Pacers,Sacramento Kings,19,8,12,73,93,2009,
Paul,George,Indiana Pacers,Houston Rockets,11,0,14,54,65,2000,
Paul,George,Indiana Pacers,Chicago Bulls,9,10,11,50,83,2003,
Paul,George,Indiana Pacers,Milwaukee Bucks,14,2,13,57,77,2013,
Paul,George,Indiana Pacers,Denver Nuggets,18,13,3,107,50,2012,
Paul,George,Indiana Pacers,Miami Heat,2,6,14,65,84,2015,
Paul,George,Indiana Pacers,Portland Trail Blazers,14,5,9,71,106,2016,
Paul,George,Indiana Pacers,Portland Trail Blazers,0,3,6,109,102,2013,
Paul,George,Indiana Pacers,Phoenix Suns,15,5,2,56,66,2011,
Paul,George,Indiana Pacers,Denver Nuggets,6,4,1,102,84,2016,
Paul,George,Indiana Pacers,Brooklyn Nets,15,12,10,83,61,2007,
Paul,George,Indiana Pacers,New York Knicks,17,2,7,91,53,2000,
Paul,George,Indiana Pacers,Sacramento Kings,4,6,14,77,86,2009,
Paul,George,Indiana Pacers,New Orleans Hornets,9,8,7,78,108,2013,
Paul,George,Indiana Pacers,Golden State Warriors,3,3,3,79,89,2013,
Paul,George,Indiana Pacers,Brooklyn Nets,0,11,6,69,104,2006,
Paul,George,Indiana Pacers,Memphis Grizzlies,10,14,6,96,58,2001,
Paul,George,Indiana Pacers,New York Knicks,19,1,13,59,54,2004,
Paul,George,Indiana Pacers,New Orleans Hornets,17,10,0,100,98,2016,
Paul,George,Indiana Pacers,Orlando Magic,11,11,2,102,83,2015,
Paul,George,Indiana Pacers,Phoenix Suns,2,7,14,65,88,2011,
Paul,George,Indiana Pacers,New York Knicks,14,3,9,57,50,2014,
Paul,George,Indiana Pacers,Los Angeles Clippers,2,12,11,52,60,2014,
Paul,George,Indiana Pacers,Minnesota Timberwolves,16,0,6,107,92,2007,
Paul,George,Indiana Pacers,Utah Jazz,7,7,11,105,105,2012,
Paul,George,Indiana Pacers,Phoenix Suns,11,1,7,105,51,2013,
Paul,George,Indiana Pacers,Oklahoma City Thunder,17,14,3,95,80,2002,
Paul,George,Indiana Pacers,Miami Heat,10,12,4,69,51,2017,
Paul,George,Indiana Pacers,Minnesota Timberwolves,6,3,3,81,102,2011,
Paul,George,Indiana Pacers,Minnesota Timberwolves,1,0,0,105,78,2005,
Paul,George,Indiana Pacers,Charlotte Bobcats,18,5,9,106,78,2001,
Paul,George,Indiana Pacers,Portland Trail Blazers,3,9,6,101,92,2018,
Paul,George,Indiana Pacers,Toronto Raptors,6,14,6,102,65,2013,
Paul,George,Indiana Pacers,Oklahoma City Thunder,5,0,11,87,97,2004,
Paul,George,Indiana Pacers,Golden State Warriors,5,4,10,62,77,2000,
Paul,George,Indiana Pacers,Atlanta Hawks,16,8,1,85,59,2014,
Paul,George,Indiana Pacers,Utah Jazz,17,3,0,84,91,2014,
Paul,George,Indiana Pacers,Minnesota Timberwolves,10,4,0,81,105,2005,
Paul,George,Indiana Pacers,Boston Celtics,16,10,2,53,52,2001,
Paul,George,Indiana Pacers,Utah Jazz,6,10,12,74,76,2007,
Paul,George,Indiana Pacers,Atlanta Hawks,13,6,4,67,68,2009,
Paul,George,Indiana Pacers,New Orleans Hornets,12,1,2,88,96,2006,
Paul,George,Indiana Pacers,Los Angeles Lakers,16,9,6,75,97,2004,
Paul,George,Indiana Pacers,Houston Rockets,12,6,11,108,63,2011,
Paul,George,Indiana Pacers,Miami Heat,18,3,8,85,73,2003,
Paul,George,Indiana Pacers,Utah Jazz,6,6,4,82,84,2010,
Paul,George,Indiana Pacers,Denver Nuggets,16,13,4,71,99,2008,
Paul,George,Indiana Pacers,San Antonio Spurs,14,10,1,75,98,2004,
Paul,George,Indiana Pacers,Minnesota Timberwolves,8,3,8,68,86,2000,
Paul,George,Indiana Pacers,Atlanta Hawks,8,6,5,88,63,2012,
Paul,George,Indiana Pacers,Oklahoma City Thunder,3,7,12,108,82,2005,
Paul,George,Indiana Pacers,Golden State Warriors,8,14,4,89,104,2007,
Paul,George,Indiana Pacers,Toronto Raptors,7,10,5,56,81,2013,
Paul,George,Indiana Pacers,Utah Jazz,10,14,7,73,83,2011,
Paul,George,Indiana Pacers,Houston Rockets,16,4,4,88,59,2008,
Paul,George,Indiana Pacers,San Antonio Spurs,4,4,1,51,109,2018,
Paul,George,Indiana Pacers,Atlanta Hawks,1,0,2,70,72,2018,
Paul,George,Indiana Pacers,Milwaukee Bucks,13,0,11,82,108,2004,
Paul,George,Indiana Pacers,Cleveland Cavaliers,14,1,0,58,106,2001,
Paul,George,Indiana Pacers,Boston Celtics,18,0,4,74,87,2008,
Paul,George,Indiana Pacers,Denver Nuggets,7,9,7,59,59,2007,
Paul,George,Indiana Pacers,Brooklyn Nets,2,10,7,58,81,2010,
Paul,George,Indiana Pacers,Orlando Magic,2,3,6,84,80,2006,
Paul,George,Indiana Pacers,Los Angeles Lakers,7,8,12,66,85,2008,
Paul,George,Indiana Pacers,New Orleans Hornets,16,1,5,99,101,2015,
Scottie,Pippen,Portland Trail Blazers,San Antonio Spurs,16,9,2,72,109,2005,
Scottie,Pippen,Portland Trail Blazers,Sacramento Kings,16,12,10,84,95,2007,
Scottie,Pippen,Portland Trail Blazers,Dallas Mavericks,14,5,7,57,108,2000,
Scottie,Pippen,Portland Trail Blazers,Philadelphia 76ers,8,8,10,108,70,2017,
Scottie,Pippen,Portland Trail Blazers,Los Angeles Lakers,12,4,1,103,104,2001,
Scottie,Pippen,Portland Trail Blazers,San Antonio Spurs,3,1,12,109,76,2016,
Scottie,Pippen,Portland Trail Blazers,Phoenix Suns,6,11,12,69,102,2009,
Scottie,Pippen,Portland Trail Blazers,Memphis Grizzlies,2,14,2,94,73,2007,
Scottie,Pippen,Portland Trail Blazers,Denver Nuggets,2,3,8,93,71,2008,
Scottie,Pippen,Portland Trail Blazers,Dallas Mavericks,6,1,14,75,72,2009,
Scottie,Pippen,Portland Trail Blazers,Oklahoma City Thunder,14,3,1,50,72,2006,
Scottie,Pippen,Portland Trail Blazers,San Antonio Spurs,13,9,1,69,102,2010,
Scottie,Pippen,Portland Trail Blazers,Milwaukee Bucks,0,7,10,57,58,2009,
Scottie,Pippen,Portland Trail Blazers,Minnesota Timberwolves,7,9,13,109,103,2007,
Scottie,Pippen,Portland Trail Blazers,Denver Nuggets,10,12,4,88,64,2009,
Scottie,Pippen,Portland Trail Blazers,New Orleans Hornets,14,9,6,80,52,2000,
Scottie,Pippen,Portland Trail Blazers,Utah Jazz,15,0,8,69,55,2009,
Scottie,Pippen,Portland Trail Blazers,New York Knicks,11,12,3,73,83,2006,
Scottie,Pippen,Portland Trail Blazers,Los Angeles Clippers,9,4,0,97,91,2014,
Scottie,Pippen,Portland Trail Blazers,Phoenix Suns,19,10,14,75,53,2015,
Scottie,Pippen,Portland Trail Blazers,Dallas Mavericks,14,3,9,55,101,2006,
Scottie,Pippen,Portland Trail Blazers,Oklahoma City Thunder,10,8,14,51,90,2009,
Scottie,Pippen,Portland Trail Blazers,Cleveland Cavaliers,15,10,1,62,101,2012,
Scottie,Pippen,Portland Trail Blazers,Denver Nuggets,16,1,9,91,64,2014,
Scottie,Pippen,Portland Trail Blazers,Los Angeles Lakers,10,14,5,108,98,2009,
Scottie,Pippen,Portland Trail Blazers,Memphis Grizzlies,15,4,11,67,68,2009,
Scottie,Pippen,Portland Trail Blazers,Orlando Magic,6,11,12,81,101,2011,
Scottie,Pippen,Portland Trail Blazers,Sacramento Kings,16,7,12,89,72,2005,
Scottie,Pippen,Portland Trail Blazers,Denver Nuggets,4,10,4,72,99,2015,
Scottie,Pippen,Portland Trail Blazers,Los Angeles Clippers,12,10,10,66,106,2012,
Scottie,Pippen,Portland Trail Blazers,Toronto Raptors,5,2,8,57,87,2000,
Scottie,Pippen,Portland Trail Blazers,Brooklyn Nets,19,8,14,83,94,2012,
Scottie,Pippen,Portland Trail Blazers,Charlotte Bobcats,4,11,3,58,68,2010,
Scottie,Pippen,Portland Trail Blazers,New Orleans Hornets,2,8,10,62,67,2002,
Scottie,Pippen,Portland Trail Blazers,Denver Nuggets,18,10,11,55,87,2005,
Scottie,Pippen,Portland Trail Blazers,Detroit Pistons,7,2,6,79,52,2008,
Scottie,Pippen,Portland Trail Blazers,Cleveland Cavaliers,17,12,8,50,107,2004,
Scottie,Pippen,Portland Trail Blazers,Washington Wizards,16,11,3,103,103,2015,
Scottie,Pippen,Portland Trail Blazers,Charlotte Bobcats,7,1,2,106,92,2002,
Scottie,Pippen,Portland Trail Blazers,Houston Rockets,17,11,1,74,81,2016,
Scottie,Pippen,Portland Trail Blazers,Sacramento Kings,4,13,0,72,80,2002,
Scottie,Pippen,Portland Trail Blazers,Detroit Pistons,0,7,2,74,86,2008,
Scottie,Pippen,Portland Trail Blazers,Atlanta Hawks,19,5,5,105,92,2007,
Scottie,Pippen,Portland Trail Blazers,Boston Celtics,18,13,0,81,96,2009,
Scottie,Pippen,Portland Trail Blazers,Philadelphia 76ers,8,11,10,87,52,2004,
Scottie,Pippen,Portland Trail Blazers,Orlando Magic,18,0,1,94,106,2017,
Scottie,Pippen,Portland Trail Blazers,Detroit Pistons,16,8,4,69,109,2004,
Scottie,Pippen,Portland Trail Blazers,Orlando Magic,4,3,8,67,106,2010,
Scottie,Pippen,Portland Trail Blazers,San Antonio Spurs,4,10,2,105,56,2005,
Scottie,Pippen,Portland Trail Blazers,Golden State Warriors,2,7,5,62,101,2006,
Scottie,Pippen,Portland Trail Blazers,Atlanta Hawks,1,1,12,55,79,2001,
Scottie,Pippen,Portland Trail Blazers,Denver Nuggets,14,0,14,84,78,2000,
Scottie,Pippen,Portland Trail Blazers,Houston Rockets,4,13,12,108,81,2015,
Scottie,Pippen,Portland Trail Blazers,Washington Wizards,10,5,6,56,62,2011,
Scottie,Pippen,Portland Trail Blazers,Miami Heat,3,14,6,71,96,2012,
Scottie,Pippen,Portland Trail Blazers,Utah Jazz,6,10,11,75,103,2017,
Scottie,Pippen,Portland Trail Blazers,Los Angeles Lakers,0,3,12,105,68,2002,
Scottie,Pippen,Portland Trail Blazers,Memphis Grizzlies,8,3,12,99,108,2014,
Scottie,Pippen,Portland Trail Blazers,Washington Wizards,15,7,5,73,76,2000,
Scottie,Pippen,Portland Trail Blazers,Orlando Magic,15,2,10,108,86,2010,
Scottie,Pippen,Portland Trail Blazers,Dallas Mavericks,4,13,10,77,103,2006,
Scottie,Pippen,Portland Trail Blazers,Atlanta Hawks,3,2,9,51,59,2018,
Scottie,Pippen,Portland Trail Blazers,New York Knicks,10,1,12,65,56,2003,
Scottie,Pippen,Portland Trail Blazers,San Antonio Spurs,17,8,1,89,102,2000,
Scottie,Pippen,Portland Trail Blazers,Los Angeles Lakers,5,0,6,51,62,2006,
Scottie,Pippen,Portland Trail Blazers,Miami Heat,3,5,12,108,60,2013,
Scottie,Pippen,Portland Trail Blazers,Brooklyn Nets,12,0,5,62,71,2009,
Scottie,Pippen,Portland Trail Blazers,Orlando Magic,5,6,0,91,70,2000,
Scottie,Pippen,Portland Trail Blazers,Phoenix Suns,2,7,12,78,76,2003,
Scottie,Pippen,Portland Trail Blazers,Memphis Grizzlies,12,5,7,83,73,2011,
Scottie,Pippen,Portland Trail Blazers,Chicago Bulls,9,14,4,74,90,2008,
Scottie,Pippen,Portland Trail Blazers,Cleveland Cavaliers,16,1,2,71,65,2018,
Scottie,Pippen,Portland Trail Blazers,Dallas Mavericks,3,0,6,82,85,2014,
Scottie,Pippen,Portland Trail Blazers,New York Knicks,15,11,12,65,99,2008,
Scottie,Pippen,Portland Trail Blazers,Phoenix Suns,16,7,2,81,52,2012,
Scottie,Pippen,Portland Trail Blazers,Dallas Mavericks,15,4,12,109,97,2007,
Scottie,Pippen,Portland Trail Blazers,Atlanta Hawks,2,14,4,105,57,2012,
Scottie,Pippen,Portland Trail Blazers,Philadelphia 76ers,15,8,2,62,67,2017,
Scottie,Pippen,Portland Trail Blazers,Cleveland Cavaliers,8,1,7,53,71,2018,
Scottie,Pippen,Portland Trail Blazers,Miami Heat,14,1,13,51,67,2013,
Scottie,Pippen,Portland Trail Blazers,Boston Celtics,0,3,7,61,90,2017,
Scottie,Pippen,Portland Trail Blazers,Sacramento Kings,5,13,7,60,70,2010,
Scottie,Pippen,Portland Trail Blazers,New Orleans Hornets,17,5,13,105,89,2010,
Scottie,Pippen,Portland Trail Blazers,Boston Celtics,19,11,14,83,53,2015,
Scottie,Pippen,Portland Trail Blazers,Boston Celtics,11,7,11,56,67,2005,
Scottie,Pippen,Portland Trail Blazers,Cleveland Cavaliers,10,9,2,103,100,2005,
Scottie,Pippen,Portland Trail Blazers,Los Angeles Lakers,6,7,6,101,87,2014,
Scottie,Pippen,Portland Trail Blazers,Milwaukee Bucks,5,4,7,73,62,2000,
Scottie,Pippen,Portland Trail Blazers,Chicago Bulls,7,8,0,63,75,2013,
Scottie,Pippen,Portland Trail Blazers,Dallas Mavericks,7,0,13,103,72,2000,
Scottie,Pippen,Portland Trail Blazers,Miami Heat,14,8,13,91,68,2007,
Scottie,Pippen,Portland Trail Blazers,Charlotte Bobcats,2,14,5,79,92,2018,
Scottie,Pippen,Portland Trail Blazers,Dallas Mavericks,3,13,5,96,56,2014,
Scottie,Pippen,Portland Trail Blazers,New York Knicks,4,13,0,78,101,2010,
Scottie,Pippen,Portland Trail Blazers,San Antonio Spurs,7,0,3,77,72,2002,
Scottie,Pippen,Portland Trail Blazers,Brooklyn Nets,11,2,7,107,58,2002,
Scottie,Pippen,Portland Trail Blazers,Orlando Magic,2,13,6,107,106,2008,
Scottie,Pippen,Portland Trail Blazers,Detroit Pistons,16,5,3,86,63,2001,
Scottie,Pippen,Portland Trail Blazers,San Antonio Spurs,8,13,5,77,108,2008,
Scottie,Pippen,Portland Trail Blazers,New Orleans Hornets,14,5,14,50,69,2004,
Scottie,Pippen,Portland Trail Blazers,Indiana Pacers,15,2,1,80,63,2000,
Scottie,Pippen,Portland Trail Blazers,New Orleans Hornets,6,13,6,90,60,2014,
Scottie,Pippen,Portland Trail Blazers,Dallas Mavericks,15,6,1,54,71,2009,
Scottie,Pippen,Portland Trail Blazers,Golden State Warriors,6,3,12,97,84,2009,
Scottie,Pippen,Portland Trail Blazers,Brooklyn Nets,8,2,8,71,61,2009,
Scottie,Pippen,Portland Trail Blazers,Atlanta Hawks,17,6,4,68,50,2001,
Scottie,Pippen,Portland Trail Blazers,Golden State Warriors,10,1,0,62,62,2014,
Scottie,Pippen,Portland Trail Blazers,Milwaukee Bucks,10,12,2,64,53,2015,
Scottie,Pippen,Portland Trail Blazers,Brooklyn Nets,3,5,12,109,99,2012,
Scottie,Pippen,Portland Trail Blazers,Denver Nuggets,3,3,8,53,109,2008,
Scottie,Pippen,Portland Trail Blazers,Philadelphia 76ers,12,6,12,105,80,2005,
Scottie,Pippen,Portland Trail Blazers,New Orleans Hornets,5,7,3,90,54,2013,
Scottie,Pippen,Portland Trail Blazers,San Antonio Spurs,0,1,3,96,77,2006,
Scottie,Pippen,Portland Trail Blazers,Phoenix Suns,13,13,14,63,67,2009,
Scottie,Pippen,Portland Trail Blazers,Houston Rockets,19,11,2,106,101,2013,
Scottie,Pippen,Portland Trail Blazers,New York Knicks,5,14,13,105,78,2016,
Scottie,Pippen,Portland Trail Blazers,Los Angeles Lakers,4,9,4,84,77,2004,
Scottie,Pippen,Portland Trail Blazers,Sacramento Kings,9,8,13,96,62,2006,
Scottie,Pippen,Portland Trail Blazers,Golden State Warriors,4,2,7,109,109,2000,
Scottie,Pippen,Portland Trail Blazers,Brooklyn Nets,9,2,4,79,82,2004,
Scottie,Pippen,Portland Trail Blazers,Charlotte Bobcats,13,5,2,52,78,2017,
Scottie,Pippen,Portland Trail Blazers,New York Knicks,2,9,9,67,50,2009,
Scottie,Pippen,Portland Trail Blazers,Dallas Mavericks,10,2,14,84,67,2000,
Scottie,Pippen,Portland Trail Blazers,Chicago Bulls,5,10,11,58,72,2004,
Scottie,Pippen,Portland Trail Blazers,Atlanta Hawks,4,2,8,51,55,2013,
Scottie,Pippen,Portland Trail Blazers,Cleveland Cavaliers,2,14,1,86,81,2018,
Scottie,Pippen,Portland Trail Blazers,Philadelphia 76ers,12,7,10,56,89,2014,
Scottie,Pippen,Portland Trail Blazers,Cleveland Cavaliers,18,7,13,95,53,2007,
Scottie,Pippen,Portland Trail Blazers,Los Angeles Clippers,6,0,7,105,62,2009,
Scottie,Pippen,Portland Trail Blazers,Memphis Grizzlies,4,2,3,61,63,2005,
Scottie,Pippen,Portland Trail Blazers,Chicago Bulls,13,10,0,62,86,2008,
Scottie,Pippen,Portland Trail Blazers,Boston Celtics,16,9,8,60,69,2010,
Scottie,Pippen,Portland Trail Blazers,New Orleans Hornets,12,13,9,88,59,2001,
Scottie,Pippen,Portland Trail Blazers,New Orleans Hornets,2,4,6,101,71,2015,
Scottie,Pippen,Portland Trail Blazers,Milwaukee Bucks,1,10,4,109,79,2000,
Scottie,Pippen,Portland Trail Blazers,Los Angeles Clippers,12,10,11,91,96,2004,
Scottie,Pippen,Portland Trail Blazers,Milwaukee Bucks,6,2,7,66,71,2009,
Scottie,Pippen,Portland Trail Blazers,Chicago Bulls,4,11,11,58,88,2007,
Scottie,Pippen,Portland Trail Blazers,Indiana Pacers,2,2,3,92,87,2013,
Scottie,Pippen,Portland Trail Blazers,Boston Celtics,6,5,4,88,98,2007,
Scottie,Pippen,Portland Trail Blazers,Miami Heat,17,8,9,74,100,2005,
Scottie,Pippen,Portland Trail Blazers,Atlanta Hawks,15,2,10,83,59,2000,
Scottie,Pippen,Portland Trail Blazers,Utah Jazz,8,14,1,63,67,2004,
Scottie,Pippen,Portland Trail Blazers,Milwaukee Bucks,17,6,7,63,74,2000,
Scottie,Pippen,Portland Trail Blazers,Orlando Magic,0,8,8,107,74,2012,
Scottie,Pippen,Portland Trail Blazers,Memphis Grizzlies,13,14,11,97,62,2008,
Scottie,Pippen,Portland Trail Blazers,Los Angeles Clippers,1,12,14,79,109,2015,
Scottie,Pippen,Portland Trail Blazers,Toronto Raptors,12,6,3,70,83,2009,
Scottie,Pippen,Portland Trail Blazers,New Orleans Hornets,11,14,11,60,72,2006,
Scottie,Pippen,Portland Trail Blazers,Miami Heat,0,10,14,77,97,2017,
Scottie,Pippen,Portland Trail Blazers,Miami Heat,9,3,4,62,98,2010,
Scottie,Pippen,Portland Trail Blazers,San Antonio Spurs,15,5,12,109,69,2014,
Scottie,Pippen,Portland Trail Blazers,Oklahoma City Thunder,15,12,6,81,107,2001,
Scottie,Pippen,Portland Trail Blazers,Chicago Bulls,16,3,10,61,86,2003,
Scottie,Pippen,Portland Trail Blazers,Toronto Raptors,13,14,9,67,106,2011,
Scottie,Pippen,Portland Trail Blazers,Phoenix Suns,18,0,6,92,109,2009,
Scottie,Pippen,Portland Trail Blazers,Los Angeles Clippers,10,5,12,75,87,2009,
Scottie,Pippen,Portland Trail Blazers,Charlotte Bobcats,0,6,1,106,61,2006,
Scottie,Pippen,Portland Trail Blazers,Boston Celtics,2,11,14,75,80,2007,
Scottie,Pippen,Portland Trail Blazers,Detroit Pistons,18,14,12,90,75,2011,
Scottie,Pippen,Portland Trail Blazers,Phoenix Suns,9,7,1,98,61,2002,
Scottie,Pippen,Portland Trail Blazers,Golden State Warriors,12,6,14,72,99,2008,
Scottie,Pippen,Portland Trail Blazers,Los Angeles Lakers,17,8,14,73,77,2007,
Scottie,Pippen,Portland Trail Blazers,Dallas Mavericks,2,1,9,66,98,2018,
Scottie,Pippen,Portland Trail Blazers,Orlando Magic,2,2,11,87,90,2017,
Scottie,Pippen,Portland Trail Blazers,New York Knicks,14,11,8,54,66,2011,
Scottie,Pippen,Portland Trail Blazers,Oklahoma City Thunder,14,10,12,89,108,2001,
Scottie,Pippen,Portland Trail Blazers,Atlanta Hawks,13,6,12,88,88,2010,
Scottie,Pippen,Portland Trail Blazers,Indiana Pacers,17,13,14,81,91,2018,
Scottie,Pippen,Portland Trail Blazers,Denver Nuggets,17,12,2,70,67,2015,
Scottie,Pippen,Portland Trail Blazers,Brooklyn Nets,13,7,8,77,74,2010,
Scottie,Pippen,Portland Trail Blazers,Detroit Pistons,18,6,8,105,98,2003,
Scottie,Pippen,Portland Trail Blazers,Sacramento Kings,6,1,7,85,87,2005,
Scottie,Pippen,Portland Trail Blazers,Dallas Mavericks,1,4,10,74,54,2001,
Scottie,Pippen,Portland Trail Blazers,Utah Jazz,7,1,14,75,80,2006,
Scottie,Pippen,Portland Trail Blazers,Oklahoma City Thunder,12,11,6,73,77,2016,
Scottie,Pippen,Portland Trail Blazers,Orlando Magic,18,4,11,105,99,2013,
Scottie,Pippen,Portland Trail Blazers,Chicago Bulls,4,1,13,80,97,2006,
Scottie,Pippen,Portland Trail Blazers,Indiana Pacers,2,6,13,88,68,2004,
Scottie,Pippen,Portland Trail Blazers,Oklahoma City Thunder,0,5,10,98,60,2003,
Scottie,Pippen,Portland Trail Blazers,Utah Jazz,3,7,7,90,85,2001,
Scottie,Pippen,Portland Trail Blazers,Golden State Warriors,0,0,13,86,66,2012,
Scottie,Pippen,Portland Trail Blazers,Sacramento Kings,10,14,10,109,82,2013,
Scottie,Pippen,Portland Trail Blazers,San Antonio Spurs,16,13,0,57,65,2000,
Scottie,Pippen,Portland Trail Blazers,Los Angeles Lakers,0,7,2,106,71,2012,
Scottie,Pippen,Portland Trail Blazers,Minnesota Timberwolves,3,2,7,80,109,2018,
Scottie,Pippen,Portland Trail Blazers,Utah Jazz,13,3,6,104,97,2008,
Scottie,Pippen,Portland Trail Blazers,Detroit Pistons,8,0,9,91,73,2015,
Scottie,Pippen,Portland Trail Blazers,Chicago Bulls,5,14,14,96,50,2001,
Scottie,Pippen,Portland Trail Blazers,Phoenix Suns,4,0,10,60,73,2016,
Scottie,Pippen,Portland Trail Blazers,Orlando Magic,4,13,14,72,55,2005,
Scottie,Pippen,Portland Trail Blazers,Toronto Raptors,8,10,8,53,107,2016,
Scottie,Pippen,Portland Trail Blazers,Los Angeles Clippers,11,11,10,97,51,2004,
Scottie,Pippen,Portland Trail Blazers,New Orleans Hornets,0,6,8,54,53,2013,
Scottie,Pippen,Portland Trail Blazers,New Orleans Hornets,9,11,9,91,63,2006,
Scottie,Pippen,Portland Trail Blazers,New Orleans Hornets,11,8,5,64,99,2000,
Scottie,Pippen,Portland Trail Blazers,Denver Nuggets,10,13,8,71,74,2003,
Scottie,Pippen,Portland Trail Blazers,Milwaukee Bucks,3,3,13,99,108,2014,
Scottie,Pippen,Portland Trail Blazers,Toronto Raptors,1,0,5,107,69,2003,
Scottie,Pippen,Portland Trail Blazers,Indiana Pacers,14,2,2,108,105,2010,
Scottie,Pippen,Portland Trail Blazers,Atlanta Hawks,2,2,4,90,62,2015,
Scottie,Pippen,Portland Trail Blazers,Memphis Grizzlies,2,12,11,89,77,2004,
Scottie,Pippen,Portland Trail Blazers,Indiana Pacers,15,13,0,99,61,2006,
Scottie,Pippen,Portland Trail Blazers,Denver Nuggets,18,2,11,60,76,2009,
Scottie,Pippen,Portland Trail Blazers,San Antonio Spurs,12,3,0,51,72,2012,
Scottie,Pippen,Portland Trail Blazers,Phoenix Suns,15,13,0,78,56,2004,
Scottie,Pippen,Portland Trail Blazers,Dallas Mavericks,11,4,3,75,108,2003,
Scottie,Pippen,Portland Trail Blazers,Charlotte Bobcats,4,8,5,90,90,2009,
Scottie,Pippen,Portland Trail Blazers,Denver Nuggets,2,3,13,109,98,2011,
Scottie,Pippen,Portland Trail Blazers,Atlanta Hawks,1,11,3,53,58,2015,
Scottie,Pippen,Portland Trail Blazers,Houston Rockets,16,14,4,84,69,2003,
Scottie,Pippen,Portland Trail Blazers,San Antonio Spurs,13,8,5,67,108,2007,
Scottie,Pippen,Portland Trail Blazers,Los Angeles Clippers,5,2,13,75,96,2017,
Scottie,Pippen,Portland Trail Blazers,Memphis Grizzlies,11,5,2,82,95,2013,
Scottie,Pippen,Portland Trail Blazers,Sacramento Kings,1,8,5,104,91,2008,
Scottie,Pippen,Portland Trail Blazers,Memphis Grizzlies,10,3,11,60,71,2009,
Scottie,Pippen,Portland Trail Blazers,Charlotte Bobcats,19,11,11,64,82,2010,
Scottie,Pippen,Portland Trail Blazers,Miami Heat,6,1,7,67,59,2018,
Scottie,Pippen,Portland Trail Blazers,Toronto Raptors,0,5,6,93,97,2001,
Scottie,Pippen,Portland Trail Blazers,Brooklyn Nets,18,10,8,81,68,2003,
Scottie,Pippen,Portland Trail Blazers,Golden State Warriors,14,2,14,88,73,2016,
Scottie,Pippen,Portland Trail Blazers,Cleveland Cavaliers,14,12,0,103,106,2006,
Scottie,Pippen,Portland Trail Blazers,Detroit Pistons,3,8,1,77,86,2007,
Scottie,Pippen,Portland Trail Blazers,Utah Jazz,0,7,11,93,55,2013,
